No,docid,reg,postype,wordcat,wid,wcorresp,wstatus,lemma,word,metaphor,id,corresp,status,morph,order,type,mettext,DELMET,delmetadditionalinfo,nonmrw_mrw,eight_word_classes,register,widlii,del_nondel_widlii,six_word_classes,sid,pnum,snum,sindex,windex,wcount,scount,plen,slen,sentence_id,sentence
35667,a8u-fragment14,news,VVD,V,-,-,-,experience,experienced,mrw,-,-,PP,n,-,met,experienced,0,,1,6,4,0,0,4,351,21,36,1,6,838,49,1,26,a8u-fragment14_36,"CRYSTALATE, the electronics product group, experienced a “serious disappointment” in the second half and hence profits fell from £ 5.6 million to £ 2.9 million in the year to September."
35669,a8u-fragment14,news,AJ0,AJ,-,-,-,serious,serious,mrw,-,-,PP,n,-,met,serious,0,,1,1,4,0,0,1,351,21,36,1,8,838,49,1,26,a8u-fragment14_36,"CRYSTALATE, the electronics product group, experienced a “serious disappointment” in the second half and hence profits fell from £ 5.6 million to £ 2.9 million in the year to September."
35670,a8u-fragment14,news,NN1,N,-,-,-,disappointment,disappointment,mrw,-,-,PP,n,-,met,disappointment,0,,1,4,4,0,0,3,351,21,36,1,9,838,49,1,26,a8u-fragment14_36,"CRYSTALATE, the electronics product group, experienced a “serious disappointment” in the second half and hence profits fell from £ 5.6 million to £ 2.9 million in the year to September."
35671,a8u-fragment14,news,PRP,PR,-,-,-,in,in,mrw,-,-,-,n,-,met,in,0,,1,5,4,0,0,5,351,21,36,1,10,838,49,1,26,a8u-fragment14_36,"CRYSTALATE, the electronics product group, experienced a “serious disappointment” in the second half and hence profits fell from £ 5.6 million to £ 2.9 million in the year to September."
35678,a8u-fragment14,news,VVD,V,-,-,-,fall,fell,mrw,-,-,-,n,-,met,fell,0,,1,6,4,0,0,4,351,21,36,1,17,838,49,1,26,a8u-fragment14_36,"CRYSTALATE, the electronics product group, experienced a “serious disappointment” in the second half and hence profits fell from £ 5.6 million to £ 2.9 million in the year to September."
35679,a8u-fragment14,news,PRP,PR,-,-,-,from,from,mrw,-,-,-,n,-,met,from,0,,1,5,4,0,0,5,351,21,36,1,18,838,49,1,26,a8u-fragment14_36,"CRYSTALATE, the electronics product group, experienced a “serious disappointment” in the second half and hence profits fell from £ 5.6 million to £ 2.9 million in the year to September."
35681,a8u-fragment14,news,PRP,PR,-,-,-,to,to,mrw,-,-,-,n,-,met,to,0,,1,5,4,0,0,5,351,21,36,1,20,838,49,1,26,a8u-fragment14_36,"CRYSTALATE, the electronics product group, experienced a “serious disappointment” in the second half and hence profits fell from £ 5.6 million to £ 2.9 million in the year to September."
35683,a8u-fragment14,news,PRP,PR,-,-,-,in,in,mrw,-,-,-,n,-,met,in,0,,1,5,4,0,0,5,351,21,36,1,22,838,49,1,26,a8u-fragment14_36,"CRYSTALATE, the electronics product group, experienced a “serious disappointment” in the second half and hence profits fell from £ 5.6 million to £ 2.9 million in the year to September."
35686,a8u-fragment14,news,PRP,PR,-,-,-,to,to,mrw,-,-,-,n,-,met,to,0,,1,5,4,0,0,5,351,21,36,1,25,838,49,1,26,a8u-fragment14_36,"CRYSTALATE, the electronics product group, experienced a “serious disappointment” in the second half and hence profits fell from £ 5.6 million to £ 2.9 million in the year to September."
35689,a8u-fragment14,news,NN2,N,-,-,-,market,markets,mrw,-,-,-,n,-,met,markets,0,,1,4,4,0,0,3,352,22,37,1,2,838,49,1,2,a8u-fragment14_37,The markets.
35693,a8u-fragment14,news,NN1,N,-,-,-,bid,bid,mrw,-,-,PP,n,-,met,bid,0,,1,4,4,0,0,3,353,23,38,1,4,838,49,2,15,a8u-fragment14_38,Kingfisher's £ 461 million bid for Dixon's led to a resurgence of speculative activity yesterday.
35697,a8u-fragment14,news,VVN,V,-,-,-,lead,led,mrw,-,-,-,n,-,met,led,0,,1,6,4,0,0,4,353,23,38,1,8,838,49,2,15,a8u-fragment14_38,Kingfisher's £ 461 million bid for Dixon's led to a resurgence of speculative activity yesterday.
35698,a8u-fragment14,news,PRP,PR,-,-,-,to,to,mrw,-,-,-,n,-,met,to,0,,1,5,4,0,0,5,353,23,38,1,9,838,49,2,15,a8u-fragment14_38,Kingfisher's £ 461 million bid for Dixon's led to a resurgence of speculative activity yesterday.
35708,a8u-fragment14,news,VVD,V,-,-,-,jump,jumped,mrw,-,-,double,n,-,met,jumped,0,,1,6,4,0,0,4,354,23,39,2,4,838,49,2,18,a8u-fragment14_39,"Dixons' shares jumped to 153p in early trading but ended the day at 141p, a 22p rise."
35709,a8u-fragment14,news,PRP,PR,-,-,-,to,to,mrw,-,-,-,n,-,met,to,0,,1,5,4,0,0,5,354,23,39,2,5,838,49,2,18,a8u-fragment14_39,"Dixons' shares jumped to 153p in early trading but ended the day at 141p, a 22p rise."
35711,a8u-fragment14,news,PRP,PR,-,-,-,in,in,mrw,-,-,-,n,-,met,in,0,,1,5,4,0,0,5,354,23,39,2,7,838,49,2,18,a8u-fragment14_39,"Dixons' shares jumped to 153p in early trading but ended the day at 141p, a 22p rise."
35718,a8u-fragment14,news,PRP,PR,-,-,-,at,at,mrw,-,-,-,n,-,met,at,0,,1,5,4,0,0,5,354,23,39,2,14,838,49,2,18,a8u-fragment14_39,"Dixons' shares jumped to 153p in early trading but ended the day at 141p, a 22p rise."
35722,a8u-fragment14,news,NN1-VVB,N,-,-,-,rise,rise,mrw,-,-,-,n,-,met,rise,0,,1,4,4,0,0,3,354,23,39,2,18,838,49,2,18,a8u-fragment14_39,"Dixons' shares jumped to 153p in early trading but ended the day at 141p, a 22p rise."
35729,a8u-fragment14,news,PRP,PR,-,-,-,with,with,mrw,-,-,-,n,-,met,with,0,,1,5,4,0,0,5,355,24,40,1,7,838,49,2,14,a8u-fragment14_40,"Other recently depressed stores, and companies with businesses similar to Dixons, rose in sympathy."
35732,a8u-fragment14,news,PRP,PR,-,-,-,to,to,mrw,-,-,-,n,-,met,to,0,,1,5,4,0,0,5,355,24,40,1,10,838,49,2,14,a8u-fragment14_40,"Other recently depressed stores, and companies with businesses similar to Dixons, rose in sympathy."
35734,a8u-fragment14,news,VVD,V,-,-,-,rise,rose,mrw,-,-,-,n,-,met,rose,0,,1,6,4,0,0,4,355,24,40,1,12,838,49,2,14,a8u-fragment14_40,"Other recently depressed stores, and companies with businesses similar to Dixons, rose in sympathy."
35735,a8u-fragment14,news,PRP,PR,-,-,-,in,in,mrw,-,-,-,n,-,met,in,0,,1,5,4,0,0,5,355,24,40,1,13,838,49,2,14,a8u-fragment14_40,"Other recently depressed stores, and companies with businesses similar to Dixons, rose in sympathy."
35736,a8u-fragment14,news,NN1,N,-,-,-,sympathy,sympathy,mrw,-,-,PP,n,-,met,sympathy,0,,1,4,4,0,0,3,355,24,40,1,14,838,49,2,14,a8u-fragment14_40,"Other recently depressed stores, and companies with businesses similar to Dixons, rose in sympathy."
35741,a8u-fragment14,news,AJ0,AJ,-,-,-,prominent,prominent,mrw,-,-,-,n,-,met,prominent,0,,1,1,4,0,0,1,356,24,41,2,5,838,49,2,14,a8u-fragment14_41,"Gus A were particularly prominent at 1118p, up 28p ahead of today's interim figure."
35742,a8u-fragment14,news,PRP,PR,-,-,-,at,at,mrw,-,-,-,n,-,met,at,0,,1,5,4,0,0,5,356,24,41,2,6,838,49,2,14,a8u-fragment14_41,"Gus A were particularly prominent at 1118p, up 28p ahead of today's interim figure."
35744,a8u-fragment14,news,AVP,AV,-,-,-,up,up,mrw,-,-,-,n,-,met,up,0,,1,2,4,0,0,2,356,24,41,2,8,838,49,2,14,a8u-fragment14_41,"Gus A were particularly prominent at 1118p, up 28p ahead of today's interim figure."
35746,a8u-fragment14,news,PRP,PR,-,-,-,ahead of,ahead of,mrw,-,-,-,n,-,met,ahead of,0,,1,5,4,0,0,5,356,24,41,2,10,838,49,2,14,a8u-fragment14_41,"Gus A were particularly prominent at 1118p, up 28p ahead of today's interim figure."
35754,a8u-fragment14,news,VVI,V,-,-,-,shine,shine,mrw,-,-,-,n,-,met,shine,0,,1,6,4,0,0,4,357,25,42,1,4,838,49,3,19,a8u-fragment14_42,Properties continued to shine as British Land produced a complicated scheme to release the value of itsproperty portfolio.
35758,a8u-fragment14,news,VVD,V,-,-,-,produce,produced,mrw,-,-,PP,n,-,met,produced,0,,1,6,4,0,0,4,357,25,42,1,8,838,49,3,19,a8u-fragment14_42,Properties continued to shine as British Land produced a complicated scheme to release the value of itsproperty portfolio.
35763,a8u-fragment14,news,VVI,V,-,-,-,release,release,mrw,-,-,double,n,-,met,release,0,,1,6,4,0,0,4,357,25,42,1,13,838,49,3,19,a8u-fragment14_42,Properties continued to shine as British Land produced a complicated scheme to release the value of itsproperty portfolio.
35769,a8u-fragment14,news,NN1,N,-,-,-,portfolio,portfolio,mrw,-,-,-,n,-,met,portfolio,0,,1,4,4,0,0,3,357,25,42,1,19,838,49,3,19,a8u-fragment14_42,Properties continued to shine as British Land produced a complicated scheme to release the value of itsproperty portfolio.
35772,a8u-fragment14,news,VVD-VVN,V,-,-,-,close,closed,mrw,-,-,-,n,-,met,closed,0,,1,6,4,0,0,4,358,25,43,2,3,838,49,3,10,a8u-fragment14_43,"British Land closed at 405p, a net gain of 48p."
35773,a8u-fragment14,news,PRP,PR,-,-,-,at,at,mrw,-,-,-,n,-,met,at,0,,1,5,4,0,0,5,358,25,43,2,4,838,49,3,10,a8u-fragment14_43,"British Land closed at 405p, a net gain of 48p."
35776,a8u-fragment14,news,AJ0,AJ,-,-,-,net,net,mrw,-,-,-,n,-,met,net,0,,1,1,4,0,0,1,358,25,43,2,7,838,49,3,10,a8u-fragment14_43,"British Land closed at 405p, a net gain of 48p."
35781,a8u-fragment14,news,VVD + AVP,V + AV,-,-,-,shoot + up,shot + up,mrw,a8u-fragment14-pv02,a8u-fragment14-pv02,-,n,-,met,shot up,0,,1,6,4,0,0,4,359,25,44,3,2,838,49,3,8,a8u-fragment14_44,Hammerson shot up 45p to 855p in sympathy.
35784,a8u-fragment14,news,PRP,PR,-,-,-,to,to,mrw,-,-,-,n,-,met,to,0,,1,5,4,0,0,5,359,25,44,3,5,838,49,3,8,a8u-fragment14_44,Hammerson shot up 45p to 855p in sympathy.
35786,a8u-fragment14,news,PRP,PR,-,-,-,in,in,mrw,-,-,-,n,-,met,in,0,,1,5,4,0,0,5,359,25,44,3,7,838,49,3,8,a8u-fragment14_44,Hammerson shot up 45p to 855p in sympathy.
35787,a8u-fragment14,news,NN1,N,-,-,-,sympathy,sympathy,mrw,-,-,PP,n,-,met,sympathy,0,,1,4,4,0,0,3,359,25,44,3,8,838,49,3,8,a8u-fragment14_44,Hammerson shot up 45p to 855p in sympathy.
58189,al2-fragment16,news,NN1,N,-,-,-,spring,spring,mrw,-,-,-,n,-,met,spring,0,,1,4,4,0,0,3,174,1,1,1,5,415,13,1,12,al2-fragment16_1,City Comment: There's spring novel in the step of the stock market
58190,al2-fragment16,news,PRP,PR,-,-,-,in,in,mrw,-,-,-,n,-,met,in,0,,1,5,4,0,0,5,174,1,1,1,6,415,13,1,12,al2-fragment16_1,City Comment: There's spring novel in the step of the stock market
58192,al2-fragment16,news,NN1,N,-,-,-,step,step,mrw,-,-,PP,n,-,met,step,0,,1,4,4,0,0,3,174,1,1,1,8,415,13,1,12,al2-fragment16_1,City Comment: There's spring novel in the step of the stock market
58204,al2-fragment16,news,NN1,N,-,-,-,surge,surge,mrw,-,-,-,n,-,met,surge,0,,1,4,4,0,0,3,175,2,2,1,8,415,13,2,18,al2-fragment16_2,AT LEAST last Friday's post-election stock market surge was not a one-day special offer for the professionals only.
58218,al2-fragment16,news,AV0,AV,-,-,-,high-indeed,high-indeed,mrw,-,-,-,n,-,met,high,0,,1,2,4,0,0,2,176,2,3,2,4,415,13,2,32,al2-fragment16_3,"Prices have remained high-indeed the FT-SE index has risen another 55 points since then — allowing even the most passive of private investors, including unit trust holders, to take advantage of the market."
58223,al2-fragment16,news,VVN,V,-,-,-,rise,risen,mrw,-,-,-,n,-,met,risen,0,,1,6,4,0,0,4,176,2,3,2,9,415,13,2,32,al2-fragment16_3,"Prices have remained high-indeed the FT-SE index has risen another 55 points since then — allowing even the most passive of private investors, including unit trust holders, to take advantage of the market."
58226,al2-fragment16,news,NN2,N,-,-,-,point,points,mrw,-,-,-,n,-,met,points,0,,1,4,4,0,0,3,176,2,3,2,12,415,13,2,32,al2-fragment16_3,"Prices have remained high-indeed the FT-SE index has risen another 55 points since then — allowing even the most passive of private investors, including unit trust holders, to take advantage of the market."
58229,al2-fragment16,news,VVG,V,-,-,-,allow,allowing,mrw,-,-,PP,n,-,met,allowing,0,,1,6,4,0,0,4,176,2,3,2,15,415,13,2,32,al2-fragment16_3,"Prices have remained high-indeed the FT-SE index has risen another 55 points since then — allowing even the most passive of private investors, including unit trust holders, to take advantage of the market."
58240,al2-fragment16,news,NN2,N,-,-,-,holder,holders,mrw,-,-,-,n,-,met,holders,0,,1,4,4,0,0,3,176,2,3,2,26,415,13,2,32,al2-fragment16_3,"Prices have remained high-indeed the FT-SE index has risen another 55 points since then — allowing even the most passive of private investors, including unit trust holders, to take advantage of the market."
58242,al2-fragment16,news,VVI,V,-,-,-,take,take,mrw,-,-,-,n,-,met,take,0,,1,6,4,0,0,4,176,2,3,2,28,415,13,2,32,al2-fragment16_3,"Prices have remained high-indeed the FT-SE index has risen another 55 points since then — allowing even the most passive of private investors, including unit trust holders, to take advantage of the market."
58246,al2-fragment16,news,NN1,N,-,-,-,market,market,mrw,-,-,-,n,-,met,market,0,,1,4,4,0,0,3,176,2,3,2,32,415,13,2,32,al2-fragment16_3,"Prices have remained high-indeed the FT-SE index has risen another 55 points since then — allowing even the most passive of private investors, including unit trust holders, to take advantage of the market."
58255,al2-fragment16,news,VVG,V,-,-,-,look,looking,mrw,-,-,-,n,-,met,looking,0,,1,6,4,0,0,4,177,3,4,1,9,415,13,2,11,al2-fragment16_4,The 10 p.c. gain since election day is looking increasingly sustainable.
58262,al2-fragment16,news,NN2,N,-,-,-,prospect,prospects,mrw,-,-,-,n,-,met,prospects,0,,1,4,4,0,0,3,178,3,5,2,5,415,13,2,50,al2-fragment16_5,"It is not that prospects for earnings are 10 p.c. better that they were in the middle of last week, but it is possible to argue that prospects are that much better than they would have been under a Labour government and that the market was discounting such a result."
58270,al2-fragment16,news,PNP,PN,-,-,-,they,they,mrw,-,-,-,n,-,impl,they,0,,1,3,4,0,0,6,178,3,5,2,13,415,13,2,50,al2-fragment16_5,"It is not that prospects for earnings are 10 p.c. better that they were in the middle of last week, but it is possible to argue that prospects are that much better than they would have been under a Labour government and that the market was discounting such a result."
58272,al2-fragment16,news,PRP,PR,-,-,-,in,in,mrw,-,-,-,n,-,met,in,0,,1,5,4,0,0,5,178,3,5,2,15,415,13,2,50,al2-fragment16_5,"It is not that prospects for earnings are 10 p.c. better that they were in the middle of last week, but it is possible to argue that prospects are that much better than they would have been under a Labour government and that the market was discounting such a result."
58274,al2-fragment16,news,NN1,N,-,-,-,middle,middle,mrw,-,-,-,n,-,met,middle,0,,1,4,4,0,0,3,178,3,5,2,17,415,13,2,50,al2-fragment16_5,"It is not that prospects for earnings are 10 p.c. better that they were in the middle of last week, but it is possible to argue that prospects are that much better than they would have been under a Labour government and that the market was discounting such a result."
58285,al2-fragment16,news,NN2,N,-,-,-,prospect,prospects,mrw,-,-,-,n,-,met,prospects,0,,1,4,4,0,0,3,178,3,5,2,28,415,13,2,50,al2-fragment16_5,"It is not that prospects for earnings are 10 p.c. better that they were in the middle of last week, but it is possible to argue that prospects are that much better than they would have been under a Labour government and that the market was discounting such a result."
58287,al2-fragment16,news,AV0,AV,-,-,-,that,that,mrw,-,-,-,n,-,met,that,0,,1,2,4,0,0,2,178,3,5,2,30,415,13,2,50,al2-fragment16_5,"It is not that prospects for earnings are 10 p.c. better that they were in the middle of last week, but it is possible to argue that prospects are that much better than they would have been under a Labour government and that the market was discounting such a result."
58291,al2-fragment16,news,PNP,PN,-,-,-,they,they,mrw,-,-,-,n,-,impl,they,0,,1,3,4,0,0,6,178,3,5,2,34,415,13,2,50,al2-fragment16_5,"It is not that prospects for earnings are 10 p.c. better that they were in the middle of last week, but it is possible to argue that prospects are that much better than they would have been under a Labour government and that the market was discounting such a result."
58295,al2-fragment16,news,PRP,PR,-,-,-,under,under,mrw,-,-,-,n,-,met,under,0,,1,5,4,0,0,5,178,3,5,2,38,415,13,2,50,al2-fragment16_5,"It is not that prospects for earnings are 10 p.c. better that they were in the middle of last week, but it is possible to argue that prospects are that much better than they would have been under a Labour government and that the market was discounting such a result."
58302,al2-fragment16,news,NN1,N,-,-,-,market,market,mrw,-,-,-,n,-,met,market,0,,1,4,4,0,0,3,178,3,5,2,45,415,13,2,50,al2-fragment16_5,"It is not that prospects for earnings are 10 p.c. better that they were in the middle of last week, but it is possible to argue that prospects are that much better than they would have been under a Labour government and that the market was discounting such a result."
58304,al2-fragment16,news,VVG,V,-,-,-,discount,discounting,mrw,-,-,-,n,-,met,discounting,0,,1,6,4,0,0,4,178,3,5,2,47,415,13,2,50,al2-fragment16_5,"It is not that prospects for earnings are 10 p.c. better that they were in the middle of last week, but it is possible to argue that prospects are that much better than they would have been under a Labour government and that the market was discounting such a result."
58310,al2-fragment16,news,VVD-VVN,V,-,-,-,fail,failed,mrw,-,-,-,n,-,met,failed,0,,1,6,4,0,0,4,179,4,6,1,3,415,13,2,25,al2-fragment16_6,The FT-SE failed to hold its gains yesterday but shortly after opening it was only six points away from last September's previous record adjective closing level.
58312,al2-fragment16,news,VVI,V,-,-,-,hold,hold,mrw,-,-,-,n,-,met,hold,0,,1,6,4,0,0,4,179,4,6,1,5,415,13,2,25,al2-fragment16_6,The FT-SE failed to hold its gains yesterday but shortly after opening it was only six points away from last September's previous record adjective closing level.
58318,al2-fragment16,news,PRP,PR,-,-,-,after,after,mrw,-,-,-,n,-,met,after,0,,1,5,4,0,0,5,179,4,6,1,11,415,13,2,25,al2-fragment16_6,The FT-SE failed to hold its gains yesterday but shortly after opening it was only six points away from last September's previous record adjective closing level.
58319,al2-fragment16,news,VVG,V,-,-,-,open,opening,mrw,-,-,-,n,-,met,opening,0,,1,6,4,0,0,4,179,4,6,1,12,415,13,2,25,al2-fragment16_6,The FT-SE failed to hold its gains yesterday but shortly after opening it was only six points away from last September's previous record adjective closing level.
58324,al2-fragment16,news,NN2,N,-,-,-,point,points,mrw,-,-,-,n,-,met,points,0,,1,4,4,0,0,3,179,4,6,1,17,415,13,2,25,al2-fragment16_6,The FT-SE failed to hold its gains yesterday but shortly after opening it was only six points away from last September's previous record adjective closing level.
58325,al2-fragment16,news,PRP,PR,-,-,-,away from,away from,mrw,-,-,-,n,-,met,away from,0,,1,5,4,0,0,5,179,4,6,1,18,415,13,2,25,al2-fragment16_6,The FT-SE failed to hold its gains yesterday but shortly after opening it was only six points away from last September's previous record adjective closing level.
58332,al2-fragment16,news,NN1,N,-,-,-,level,level,mrw,-,-,-,n,-,met,level,0,,1,4,4,0,0,3,179,4,6,1,25,415,13,2,25,al2-fragment16_6,The FT-SE failed to hold its gains yesterday but shortly after opening it was only six points away from last September's previous record adjective closing level.
58337,al2-fragment16,news,VVG,V,-,-,-,hit,hitting,mrw,-,-,-,n,-,met,hitting,0,,1,6,4,0,0,4,180,4,7,2,5,415,13,2,47,al2-fragment16_7,"Wall Street has been hitting new peaks this week too, which has given support to the London market (and even Japan's Nikkei index, in a typically erratic period, has gained nearly 800 points while London added its 245) but London has real strengths of its own."
58339,al2-fragment16,news,NN2,N,-,-,-,peak,peaks,mrw,-,-,-,n,-,met,peaks,0,,1,4,4,0,0,3,180,4,7,2,7,415,13,2,47,al2-fragment16_7,"Wall Street has been hitting new peaks this week too, which has given support to the London market (and even Japan's Nikkei index, in a typically erratic period, has gained nearly 800 points while London added its 245) but London has real strengths of its own."
58340,al2-fragment16,news,DT0,DT,-,-,-,this,this,mrw,-,-,-,n,-,met,this,0,,1,3,4,0,0,6,180,4,7,2,8,415,13,2,47,al2-fragment16_7,"Wall Street has been hitting new peaks this week too, which has given support to the London market (and even Japan's Nikkei index, in a typically erratic period, has gained nearly 800 points while London added its 245) but London has real strengths of its own."
58345,al2-fragment16,news,VVN,V,-,-,-,give,given,mrw,-,-,double,n,-,met,given,0,,1,6,4,0,0,4,180,4,7,2,13,415,13,2,47,al2-fragment16_7,"Wall Street has been hitting new peaks this week too, which has given support to the London market (and even Japan's Nikkei index, in a typically erratic period, has gained nearly 800 points while London added its 245) but London has real strengths of its own."
58346,al2-fragment16,news,NN1-VVB,N,-,-,-,support,support,mrw,-,-,-,n,-,met,support,0,,1,4,4,0,0,3,180,4,7,2,14,415,13,2,47,al2-fragment16_7,"Wall Street has been hitting new peaks this week too, which has given support to the London market (and even Japan's Nikkei index, in a typically erratic period, has gained nearly 800 points while London added its 245) but London has real strengths of its own."
58347,al2-fragment16,news,PRP,PR,-,-,-,to,to,mrw,-,-,-,n,-,met,to,0,,1,5,4,0,0,5,180,4,7,2,15,415,13,2,47,al2-fragment16_7,"Wall Street has been hitting new peaks this week too, which has given support to the London market (and even Japan's Nikkei index, in a typically erratic period, has gained nearly 800 points while London added its 245) but London has real strengths of its own."
58350,al2-fragment16,news,NN1,N,-,-,-,market,market,mrw,-,-,-,n,-,met,market,0,,1,4,4,0,0,3,180,4,7,2,18,415,13,2,47,al2-fragment16_7,"Wall Street has been hitting new peaks this week too, which has given support to the London market (and even Japan's Nikkei index, in a typically erratic period, has gained nearly 800 points while London added its 245) but London has real strengths of its own."
58357,al2-fragment16,news,PRP,PR,-,-,-,in,in,mrw,-,-,-,n,-,met,in,0,,1,5,4,0,0,5,180,4,7,2,25,415,13,2,47,al2-fragment16_7,"Wall Street has been hitting new peaks this week too, which has given support to the London market (and even Japan's Nikkei index, in a typically erratic period, has gained nearly 800 points while London added its 245) but London has real strengths of its own."
58366,al2-fragment16,news,NN2,N,-,-,-,point,points,mrw,-,-,-,n,-,met,points,0,,1,4,4,0,0,3,180,4,7,2,34,415,13,2,47,al2-fragment16_7,"Wall Street has been hitting new peaks this week too, which has given support to the London market (and even Japan's Nikkei index, in a typically erratic period, has gained nearly 800 points while London added its 245) but London has real strengths of its own."
58369,al2-fragment16,news,VVD,V,-,-,-,add,added,mrw,-,-,-,n,-,met,added,0,,1,6,4,0,0,4,180,4,7,2,37,415,13,2,47,al2-fragment16_7,"Wall Street has been hitting new peaks this week too, which has given support to the London market (and even Japan's Nikkei index, in a typically erratic period, has gained nearly 800 points while London added its 245) but London has real strengths of its own."
58374,al2-fragment16,news,VHZ,V,-,-,-,have,has,mrw,-,-,double,n,-,met,has,0,,1,6,4,0,0,4,180,4,7,2,42,415,13,2,47,al2-fragment16_7,"Wall Street has been hitting new peaks this week too, which has given support to the London market (and even Japan's Nikkei index, in a typically erratic period, has gained nearly 800 points while London added its 245) but London has real strengths of its own."
58376,al2-fragment16,news,NN2,N,-,-,-,strength,strengths,mrw,-,-,-,n,-,met,strengths,0,,1,4,4,0,0,3,180,4,7,2,44,415,13,2,47,al2-fragment16_7,"Wall Street has been hitting new peaks this week too, which has given support to the London market (and even Japan's Nikkei index, in a typically erratic period, has gained nearly 800 points while London added its 245) but London has real strengths of its own."
58382,al2-fragment16,news,NN1,N,-,-,-,view,view,mrw,-,-,-,n,-,met,view,0,,1,4,4,0,0,3,181,5,8,1,3,415,13,2,23,al2-fragment16_8,The City view is that the fall in corporate earnings has stopped and that next year's increase could be around 15 p.c.
58386,al2-fragment16,news,NN1,N,-,-,-,fall,fall,mrw,-,-,-,n,-,met,fall,0,,1,4,4,0,0,3,181,5,8,1,7,415,13,2,23,al2-fragment16_8,The City view is that the fall in corporate earnings has stopped and that next year's increase could be around 15 p.c.
58387,al2-fragment16,news,PRP,PR,-,-,-,in,in,mrw,-,-,-,n,-,met,in,0,,1,5,4,0,0,5,181,5,8,1,8,415,13,2,23,al2-fragment16_8,The City view is that the fall in corporate earnings has stopped and that next year's increase could be around 15 p.c.
58391,al2-fragment16,news,VVN,V,-,-,-,stop,stopped,mrw,-,-,-,n,-,met,stopped,0,,1,6,4,0,0,4,181,5,8,1,12,415,13,2,23,al2-fragment16_8,The City view is that the fall in corporate earnings has stopped and that next year's increase could be around 15 p.c.
58394,al2-fragment16,news,ORD,OR,-,-,-,next,next,mrw,-,-,-,n,-,met,next,0,,1,8,4,0,0,6,181,5,8,1,15,415,13,2,23,al2-fragment16_8,The City view is that the fall in corporate earnings has stopped and that next year's increase could be around 15 p.c.
58400,al2-fragment16,news,AV0,AV,-,-,-,around,around,mrw,-,-,-,n,-,met,around,0,,1,2,4,0,0,2,181,5,8,1,21,415,13,2,23,al2-fragment16_8,The City view is that the fall in corporate earnings has stopped and that next year's increase could be around 15 p.c.
58404,al2-fragment16,news,NN1,N,-,-,-,market,market,mrw,-,-,-,n,-,met,market,0,,1,4,4,0,0,3,182,5,9,2,2,415,13,2,22,al2-fragment16_9,The market's price-earnings multiple was 16 last night but it would drop below 14 if that increase in earnings really happens.
58415,al2-fragment16,news,VVI,V,-,-,-,drop,drop,mrw,-,-,-,n,-,met,drop,0,,1,6,4,0,0,4,182,5,9,2,13,415,13,2,22,al2-fragment16_9,The market's price-earnings multiple was 16 last night but it would drop below 14 if that increase in earnings really happens.
58416,al2-fragment16,news,AV0,AV,-,-,-,below,below,mrw,-,-,-,n,-,met,below,0,,1,2,4,0,0,2,182,5,9,2,14,415,13,2,22,al2-fragment16_9,The market's price-earnings multiple was 16 last night but it would drop below 14 if that increase in earnings really happens.
58419,al2-fragment16,news,DT0,DT,-,-,-,that,that,mrw,-,-,-,n,-,met,that,0,,1,3,4,0,0,6,182,5,9,2,17,415,13,2,22,al2-fragment16_9,The market's price-earnings multiple was 16 last night but it would drop below 14 if that increase in earnings really happens.
58421,al2-fragment16,news,PRP,PR,-,-,-,in,in,mrw,-,-,-,n,-,met,in,0,,1,5,4,0,0,5,182,5,9,2,19,415,13,2,22,al2-fragment16_9,The market's price-earnings multiple was 16 last night but it would drop below 14 if that increase in earnings really happens.
58433,al2-fragment16,news,NN2-VVZ,N,-,-,-,rise,rises,mrw,-,-,-,n,-,met,rises,0,,1,4,4,0,0,3,183,6,10,1,9,415,13,2,39,al2-fragment16_10,The increase will not be matched by dividend rises — too many companies have been paying more than they could afford over the past two years and need to repair their reserves and ratios — but 7 p.c. growth looks reasonable.
58439,al2-fragment16,news,VVG,V,-,-,-,pay,paying,mrw,-,-,PP,n,-,met,paying,0,,1,6,4,0,0,4,183,6,10,1,15,415,13,2,39,al2-fragment16_10,The increase will not be matched by dividend rises — too many companies have been paying more than they could afford over the past two years and need to repair their reserves and ratios — but 7 p.c. growth looks reasonable.
58444,al2-fragment16,news,VVI,V,-,-,-,afford,afford,mrw,-,-,PP,n,-,met,afford,0,,1,6,4,0,0,4,183,6,10,1,20,415,13,2,39,al2-fragment16_10,The increase will not be matched by dividend rises — too many companies have been paying more than they could afford over the past two years and need to repair their reserves and ratios — but 7 p.c. growth looks reasonable.
58445,al2-fragment16,news,PRP-AVP,PR,-,-,-,over,over,mrw,-,-,-,n,-,met,over,0,,1,5,4,0,0,5,183,6,10,1,21,415,13,2,39,al2-fragment16_10,The increase will not be matched by dividend rises — too many companies have been paying more than they could afford over the past two years and need to repair their reserves and ratios — but 7 p.c. growth looks reasonable.
58453,al2-fragment16,news,VVI,V,-,-,-,repair,repair,mrw,-,-,double,n,-,met,repair,0,,1,6,4,0,0,4,183,6,10,1,29,415,13,2,39,al2-fragment16_10,The increase will not be matched by dividend rises — too many companies have been paying more than they could afford over the past two years and need to repair their reserves and ratios — but 7 p.c. growth looks reasonable.
